WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
l,NONE,3.04,"L,Arias;",NONE,IB,arias,,35456,,,104
,NONE,NONE,"S,Punyasena;N,Rayamajhi;",NONE,IB,,,55521,,,105
,NONE,NONE,"S,Punyasena;N,Rayamajhi;",NONE,IB,,,55522,,,105
,NONE,NONE,"S,Punyasena;N,Rayamajhi;",NONE,IB,,,55523,,,105
,NONE,NONE,"S,Punyasena;N,Rayamajhi;",NONE,IB,,,55524,,,105
s,NONE,3.05,"S,Punyasena;",NONE,IB,punyasena,,55520,,,105
e,NONE,3.65,"E,Ngumbi;S,Suresh;",NONE,IB,ngumbi,,73110,,,110
,NONE,NONE,"E,Ngumbi;S,Suresh;",NONE,IB,,,73111,,,110
,NONE,NONE,"E,Ngumbi;S,Suresh;",NONE,IB,,,73112,,,110
,NONE,NONE,"E,Ngumbi;S,Suresh;",NONE,IB,,,73113,,,110
e,NONE,3.91,"E,Ngumbi;K,Soto;",EXCELLENT,IB,ngumbi,,73114,,True,110
e,NONE,3.96,"E,Ngumbi;K,Soto;",EXCELLENT,IB,ngumbi,,73115,,True,110
e,NONE,3.77,"E,Ngumbi;K,Soto;",EXCELLENT,IB,ngumbi,,73116,,True,110
e,NONE,3.96,"E,Ngumbi;K,Soto;",EXCELLENT,IB,ngumbi,,73117,,True,110
,NONE,NONE,"E,Ngumbi;",NONE,IB,,,73004,,,110
,NONE,NONE,"L,Arias;B,Clegg;A,Mleziva;H,Scharf;",EXCELLENT,IB,,,35423,,True,150
,NONE,NONE,"L,Arias;B,Clegg;A,Mleziva;H,Scharf;",EXCELLENT,IB,,,35565,,True,150
,NONE,NONE,"N,Antonson;L,Arias;B,Clegg;H,Scharf;",EXCELLENT,IB,,,35621,,False,150
,NONE,NONE,"N,Antonson;L,Arias;B,Clegg;H,Scharf;",EXCELLENT,IB,,,70912,,False,150
,NONE,NONE,"B,Clegg;K,Jops;H,Scharf;",OUTSTANDING,IB,,,35760,,True,150
,NONE,NONE,"B,Clegg;K,Jops;H,Scharf;",OUTSTANDING,IB,,,41567,,True,150
,NONE,NONE,"B,Clegg;S,Han;H,Scharf;",OUTSTANDING,IB,,,41966,,True,150
,NONE,NONE,"B,Clegg;S,Han;H,Scharf;",OUTSTANDING,IB,,,41564,,True,150
,NONE,NONE,"M,Brown;B,Clegg;H,Scharf;",EXCELLENT,IB,,,41566,,False,150
,NONE,NONE,"B,Clegg;E,Sani;H,Scharf;",EXCELLENT,IB,,,39042,,False,150
,NONE,NONE,"M,Brown;B,Clegg;H,Scharf;",EXCELLENT,IB,,,35755,,False,150
,NONE,NONE,"B,Clegg;H,Scharf;",EXCELLENT,IB,,,57628,,False,150
,NONE,NONE,"B,Clegg;E,Sani;H,Scharf;",EXCELLENT,IB,,,35642,,False,150
,NONE,NONE,"B,Clegg;F,Pallo Rivadeneira;H,Scharf;",EXCELLENT,IB,,,35770,,True,150
,NONE,NONE,"B,Clegg;E,Sani;H,Scharf;",EXCELLENT,IB,,,35763,,False,150
,NONE,NONE,"B,Clegg;F,Pallo Rivadeneira;H,Scharf;",EXCELLENT,IB,,,59029,,True,150
,NONE,NONE,"B,Clegg;K,Jops;H,Scharf;",OUTSTANDING,IB,,,59030,,True,150
,NONE,NONE,"B,Clegg;S,Han;H,Scharf;",OUTSTANDING,IB,,,35766,,True,150
,NONE,NONE,"B,Clegg;F,Pallo Rivadeneira;H,Scharf;",EXCELLENT,IB,,,35580,,True,150
,NONE,NONE,"B,Clegg;F,Pallo Rivadeneira;H,Scharf;",EXCELLENT,IB,,,35572,,True,150
,NONE,NONE,"M,Brown;B,Clegg;H,Scharf;",EXCELLENT,IB,,,35595,,False,150
,NONE,NONE,"M,Brown;B,Clegg;H,Scharf;",EXCELLENT,IB,,,35600,,False,150
,NONE,NONE,"B,Clegg;S,Han;H,Scharf;",OUTSTANDING,IB,,,57816,,True,150
,NONE,NONE,"B,Clegg;K,Jops;H,Scharf;",OUTSTANDING,IB,,,68406,,True,150
,NONE,NONE,"B,Clegg;V,Prayugo;H,Scharf;",EXCELLENT,IB,,,63902,,True,150
,NONE,NONE,"B,Clegg;V,Prayugo;H,Scharf;",EXCELLENT,IB,,,67316,,True,150
,NONE,NONE,"B,Clegg;V,Prayugo;H,Scharf;",EXCELLENT,IB,,,67318,,True,150
,NONE,NONE,"B,Clegg;V,Prayugo;H,Scharf;",EXCELLENT,IB,,,35615,,True,150
b,NONE,3.01,"B,Clegg;",EXCELLENT,IB,clegg,,35460,,False,150
,NONE,NONE,"B,Clegg;A,Mleziva;H,Scharf;",EXCELLENT,IB,,,35392,,True,150
,NONE,NONE,"B,Clegg;A,Mleziva;H,Scharf;",EXCELLENT,IB,,,35405,,True,150
,NONE,NONE,"N,Antonson;B,Clegg;H,Scharf;",EXCELLENT,IB,,,35610,,False,150
,NONE,NONE,"N,Antonson;B,Clegg;H,Scharf;",EXCELLENT,IB,,,39044,,False,150
b,NONE,3.88,"B,Clegg;J,Jehn;",EXCELLENT,IB,clegg,,35645,,True,151
b,NONE,3.86,"B,Clegg;J,Jehn;",EXCELLENT,IB,clegg,,58733,,True,151
b,NONE,3.94,"B,Clegg;J,Mingione;",OUTSTANDING,IB,clegg,,35649,,True,151
b,NONE,3.83,"M,Chamberlain;B,Clegg;",OUTSTANDING,IB,clegg,,35659,,True,151
,NONE,NONE,"M,Chamberlain;B,Clegg;",OUTSTANDING,IB,,,35661,,True,151
,NONE,NONE,"B,Clegg;J,Mingione;",OUTSTANDING,IB,,,35664,,True,151
,NONE,NONE,"B,Clegg;J,Mingione;",OUTSTANDING,IB,,,35673,,True,151
,NONE,NONE,"M,Chamberlain;B,Clegg;",OUTSTANDING,IB,,,76227,,True,151
,NONE,NONE,"B,Clegg;J,Jehn;",EXCELLENT,IB,,,76229,,True,151
,NONE,NONE,"L,Arias;B,Clegg;",EXCELLENT,IB,,,51330,,False,199
,NONE,NONE,"M,Alleyne;",NONE,IB,,,77844,,,199
,NONE,NONE,"L,Arias;B,Clegg;",EXCELLENT,IB,,,41563,,False,199
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;B,Osterhout;",NONE,IB,,,35438,,,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;L,Otolski;",EXCELLENT,IB,,,35488,,True,203
,NONE,NONE,"E,Dady;M,Lara;N,Morphew;J,O'Dwyer;",EXCELLENT,IB,,,35519,,True,203
,NONE,NONE,"P,Hogan;M,Lara;N,Morphew;J,O'Dwyer;",NONE,IB,,,47551,,,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;L,Otolski;",EXCELLENT,IB,,,35526,,True,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;G,Tan;",EXCELLENT,IB,,,35534,,True,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;J,Tetlie;",OUTSTANDING,IB,,,35539,,True,203
,NONE,NONE,"P,Hogan;M,Lara;N,Morphew;J,O'Dwyer;",NONE,IB,,,35752,,,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;B,Osterhout;",NONE,IB,,,56453,,,203
,NONE,NONE,"M,Lara;N,Morphew;J,O'Dwyer;G,Tan;",EXCELLENT,IB,,,56550,,True,203
,NONE,NONE,"M,Lara;J,O'Dwyer;",NONE,IB,,,35464,,,203
,NONE,NONE,"N,Anderson;S,Burgess;R,Cucalon Tamayo;N,Morphew;",NONE,IB,,,49806,,,204
,NONE,NONE,"N,Anderson;S,Burgess;N,Morphew;J,Song;",NONE,IB,,,49807,,,204
,NONE,NONE,"N,Anderson;G,Beuchat;S,Burgess;N,Morphew;",EXCELLENT,IB,,,49808,,True,204
,NONE,NONE,"N,Anderson;S,Burgess;N,Morphew;E,de Becker;",EXCELLENT,IB,,,49809,,True,204
,NONE,NONE,"N,Anderson;S,Burgess;N,Morphew;C,Zhang;",NONE,IB,,,49810,,,204
,NONE,NONE,"N,Anderson;S,Burgess;N,Morphew;J,Song;",NONE,IB,,,49812,,,204
,NONE,NONE,"N,Anderson;S,Burgess;N,Morphew;C,Zhang;",NONE,IB,,,56526,,,204
,NONE,NONE,"N,Anderson;G,Beuchat;S,Burgess;N,Morphew;",EXCELLENT,IB,,,56549,,True,204
,NONE,NONE,"N,Anderson;S,Burgess;R,Cucalon Tamayo;N,Morphew;",NONE,IB,,,76599,,,204
s,NONE,3.33,"N,Anderson;S,Burgess;",NONE,IB,burgess,,49804,,,204
,NONE,NONE,"N,Anderson;S,Burgess;",NONE,IB,,,66384,,,204
,NONE,NONE,"N,Seiter;",NONE,IB,,,33491,,,220
,NONE,NONE,"N,Seiter;",NONE,IB,,,45230,,,220
,NONE,NONE,"N,Seiter;",NONE,IB,,,33487,,,220
b,NONE,3.82,"B,Allan;M,Cox;",EXCELLENT,IB,allan,,74458,,True,230
,NONE,NONE,"B,Allan;M,Cox;",EXCELLENT,IB,,,75913,,True,230
,NONE,NONE,"B,Allan;M,Cox;",EXCELLENT,IB,,,74547,,True,230
,NONE,NONE,"B,Allan;M,Cox;",EXCELLENT,IB,,,74549,,True,230
e,NONE,3.33,"E,Fischer;A,Weber;",EXCELLENT,IB,fischer,,46682,,False,270
,NONE,NONE,"L,Arias;K,Paige;",NONE,IB,,,72021,,,290
,NONE,NONE,"L,Arias;J,Tetlie;",OUTSTANDING,IB,,,57592,,True,299
,NONE,NONE,"L,Arias;L,Taylor;",EXCELLENT,IB,,,57593,,True,299
,NONE,NONE,"P,Anderson;R,Karatgi;J,Manaster;",OUTSTANDING,IB,,,68279,,True,303
,NONE,NONE,"P,Anderson;R,Karatgi;J,Manaster;",OUTSTANDING,IB,,,68280,,True,303
,NONE,NONE,"P,Anderson;K,Brockelsby;J,Manaster;",OUTSTANDING,IB,,,68281,,True,303
,NONE,NONE,"P,Anderson;J,Chabain;J,Manaster;",OUTSTANDING,IB,,,68282,,True,303
,NONE,NONE,"P,Anderson;J,Chabain;J,Manaster;",OUTSTANDING,IB,,,68396,,True,303
,NONE,NONE,"P,Anderson;K,Brockelsby;J,Manaster;",OUTSTANDING,IB,,,68397,,True,303
p,NONE,3.03,"P,Anderson;J,Manaster;",EXCELLENT,IB,anderson,,68278,,False,303
,NONE,NONE,"W,Dorman;M,Ward;",EXCELLENT,IB,,,34571,,True,348
,NONE,NONE,"H,Darcy;C,Roseman;",NONE,IB,,,59719,,,360
,NONE,NONE,"H,Darcy;C,Roseman;",NONE,IB,,,73477,,,360
c,NONE,3.92,"C,Roseman;",NONE,IB,roseman,,58032,,,360
c,NONE,3.52,"C,Caceres;M,Rivera;",EXCELLENT,IB,caceres,,70371,,True,362
,NONE,NONE,"K,Andreoni;M,Carlson;C,Cremer;H,Pollock;T,Stewart;",OUTSTANDING,IB,,,51820,,True,368
,NONE,NONE,"H,Pollock;",OUTSTANDING,IB,,,51819,,False,368
,NONE,NONE,"J,Dalling;K,Heath;S,Lakeram;",NONE,IB,,,49618,,,372
,NONE,NONE,,NONE,IB,,,43891,,,390
,NONE,NONE,"M,Arceneaux;L,Hanks;",EXCELLENT,IB,,,49900,,False,401
,NONE,NONE,"M,Arceneaux;L,Hanks;",EXCELLENT,IB,,,49901,,False,401
,NONE,NONE,"M,Alleyne;E,Bello;Y,Chen;",NONE,IB,,,73274,,,411
,NONE,NONE,"M,Alleyne;E,Bello;Y,Chen;",NONE,IB,,,75250,,,411
m,NONE,3.39,"M,Alleyne;",NONE,IB,alleyne,,62360,,,411
,NONE,NONE,"C,Cheng-De Vries;",NONE,IB,,,30391,,,426
a,NONE,3.97,"A,Suarez;",OUTSTANDING,IB,suarez,,64029,,False,430
a,NONE,3.76,"A,Bell;",EXCELLENT,IB,bell,,49658,,False,431
,NONE,NONE,"J,Rhodes;",NONE,IB,,,71427,,,436
,NONE,NONE,"J,Rhodes;",NONE,IB,,,71426,,,436
,NONE,NONE,"M,Berenbaum;",NONE,IB,,,39059,,,444
,NONE,NONE,"M,Berenbaum;B,Chiavini;",EXCELLENT,IB,,,39060,,True,444
,NONE,NONE,"M,Berenbaum;",NONE,IB,,,41529,,,444
w,NONE,3.82,"C,Hyde;W,Yang;",EXCELLENT,IB,yang,,35413,,False,452
,NONE,NONE,"J,Dalling;J,Karakehian;A,Miller;",EXCELLENT,IB,,,35459,,False,471
,NONE,NONE,"T,Jamann;",NONE,IB,,,59815,,,478
,NONE,NONE,"S,Hind;",NONE,IB,,,72908,,,479
,NONE,NONE,"S,Hind;",NONE,IB,,,74594,,,479
,NONE,NONE,"S,Hind;",NONE,IB,,,77625,,,479
,NONE,NONE,"S,Hind;",NONE,IB,,,77153,,,479
,NONE,NONE,,NONE,IB,,,43892,,,490
b,NONE,3.92,"B,Fuller;B,Scott;",NONE,IB,fuller,,72238,,,496
,NONE,NONE,"K,Heath;",NONE,IB,,,60424,,,496
,NONE,NONE,"J,Dalling;",NONE,IB,,,57069,,,496
j,NONE,3.49,"J,Catchen;G,Madrigal;",NONE,IB,catchen,,66838,,,501
,NONE,NONE,"H,Dokoohaki;",NONE,IB,,,35424,,,513
,NONE,NONE,"L,Hanks;",NONE,IB,,,35538,,,526
,NONE,NONE,"J,Manaster;",NONE,IB,,,70184,,,534
,NONE,NONE,"K,Paige;",NONE,IB,,,31832,,,546
,NONE,NONE,"P,Anderson;A,Dolezal;A,Kent;J,O'Dwyer;",EXCELLENT,IB,,,31834,,False,546
,NONE,NONE,"D,Miller;",EXCELLENT,IB,,,77786,,False,546
,NONE,NONE,"A,O'Dwyer;C,Swanson;",NONE,IB,,,77111,,,592
,NONE,NONE,,NONE,IE,,,10438,,,199
,NONE,NONE,,NONE,IE,,,55119,,,297
,NONE,NONE,"S,Kohtz;",NONE,IE,,,51895,,,300
,NONE,NONE,"V,Rajopanth;",NONE,IE,,,51898,,,300
,NONE,NONE,"Z,Xu;",NONE,IE,,,53221,,,300
,NONE,NONE,"Y,Xu;",NONE,IE,,,57757,,,300
c,NONE,2.73,"C,Vogiatzis;",OUTSTANDING,IE,vogiatzis,,53217,,False,300
z,NONE,3.82,"Z,Ye;",EXCELLENT,IE,ye,,31822,,True,310
,NONE,NONE,"A,Gupta;S,Kawtikwar;",EXCELLENT,IE,,,61504,,True,360
,NONE,NONE,"A,Gupta;S,Kawtikwar;",EXCELLENT,IE,,,61505,,True,360
,NONE,NONE,"A,Gupta;S,Kawtikwar;",EXCELLENT,IE,,,70699,,True,360
a,NONE,3.58,"A,Gupta;",NONE,IE,gupta,,61503,,,360
,NONE,NONE,,NONE,IE,,,62672,,,397
,NONE,NONE,"D,King;",NONE,IE,,,70689,,,400
d,NONE,2.83,"D,King;",NONE,IE,king,,30400,,,400
,NONE,NONE,"J,Garg;",EXCELLENT,IE,,,71533,,False,405
j,NONE,3.48,"J,Garg;",EXCELLENT,IE,garg,,71532,,False,405
,NONE,NONE,"S,Jacobson;",NONE,IE,,,30396,,,410
,NONE,NONE,"S,Jacobson;",NONE,IE,,,58068,,,410
,NONE,NONE,"L,Marla;",NONE,IE,,,62888,,,411
,NONE,NONE,"L,Marla;",NONE,IE,,,62889,,,411
d,NONE,2.93,"D,King;",NONE,IE,king,,30397,,,412
,NONE,NONE,"D,King;",NONE,IE,,,69492,,,412
,NONE,NONE,"D,Lariviere;",EXCELLENT,IE,,,77289,,False,421
h,NONE,3.64,"H,Kim;",EXCELLENT,IE,kim,,73806,,False,431
,NONE,NONE,"H,Kim;",EXCELLENT,IE,,,76032,,False,431
,NONE,NONE,"J,Cromley;",NONE,IE,,,37985,,,445
,NONE,NONE,"J,Cromley;",NONE,IE,,,42726,,,445
,NONE,NONE,"J,Cromley;",NONE,IE,,,75064,,,445
,NONE,NONE,"J,Cromley;",NONE,IE,,,75063,,,445
,NONE,NONE,,NONE,IE,,,10441,,,497
,NONE,NONE,"A,Stolyar;",NONE,IE,,,73947,,,518
l,NONE,3.71,"L,Feng;",OUTSTANDING,IE,feng,,77432,,False,522
r,NONE,3.78,"R,Sreenivas;",EXCELLENT,IE,sreenivas,,55482,,False,523
,NONE,NONE,"R,Sreenivas;",EXCELLENT,IE,,,72244,,False,523
q,NONE,3.76,"Q,Wang;",NONE,IE,wang,,60072,,,524
,NONE,NONE,"Q,Wang;",NONE,IE,,,73988,,,524
,NONE,NONE,"R,Sreenivas;",NONE,IE,,,70691,,,531
,NONE,NONE,"R,Sreenivas;",NONE,IE,,,77659,,,531
c,NONE,3.81,"C,Vogiatzis;",OUTSTANDING,IE,vogiatzis,,68237,,False,532
r,NONE,3.86,"R,Sowers;",NONE,IE,sowers,,70295,,,534
,NONE,NONE,"R,Sowers;",NONE,IE,,,77514,,,534
,NONE,NONE,"A,Wooldridge;",NONE,IE,,,77311,,,546
,NONE,NONE,"S,Etesami;A,Jones;",NONE,IE,,,30404,,,590
,NONE,NONE,"S,Etesami;A,Jones;",NONE,IE,,,70950,,,590
,NONE,NONE,,NONE,IE,,,10445,,,597
,NONE,NONE,"D,Lariviere;",NONE,IE,,,76225,,,598
,NONE,NONE,"L,Feng;",OUTSTANDING,IE,,,77719,,False,598
,NONE,NONE,,NONE,IE,,,10447,,,599
c,NONE,3.78,"C,Holterman;A,Wisdom;",NONE,IHLT,holterman,,59858,,,101
w,NONE,3.59,"I,Rice;W,Starwalt;",NONE,IHLT,starwalt,,69368,,,102
k,NONE,3.88,"K,DiFilippo;",NONE,IHLT,difilippo,,65122,,,230
e,NONE,3.76,"B,Frasca;",NONE,IHLT,frasca,,76887,,,232
c,NONE,3.91,"C,Byers;I,Rice;",NONE,IHLT,byers,,69236,,,240
k,NONE,3.66,"K,DiFilippo;",NONE,IHLT,difilippo,,62943,,,375
k,NONE,3.87,"K,DiFilippo;",NONE,IHLT,difilippo,,71381,,,375
,NONE,NONE,,NONE,IHLT,,,73088,,,385
,NONE,NONE,,NONE,IHLT,,,73089,,,391
e,NONE,3.8,"B,Frasca;",NONE,IHLT,frasca,,62235,,,474
e,NONE,3.95,"B,Frasca;",NONE,IHLT,frasca,,71382,,,474
e,NONE,3.85,"B,Frasca;",NONE,IHLT,frasca,,61502,,,475
,NONE,NONE,"K,DiFilippo;",NONE,IHLT,,,71383,,,475
,NONE,NONE,,NONE,INFO,,,77172,,,199
,NONE,NONE,"M,Sanfilippo;K,Zhou;",EXCELLENT,INFO,,,53922,,False,202
,NONE,NONE,"J,Maimone;M,Sanfilippo;",EXCELLENT,INFO,,,53923,,False,202
,NONE,NONE,"J,Maimone;M,Sanfilippo;",EXCELLENT,INFO,,,53924,,False,202
,NONE,NONE,"M,Sanfilippo;K,Zhou;",EXCELLENT,INFO,,,53925,,False,202
,NONE,NONE,"D,Eby;M,Sanfilippo;",EXCELLENT,INFO,,,53926,,False,202
,NONE,NONE,"D,Eby;M,Sanfilippo;",EXCELLENT,INFO,,,53927,,False,202
,NONE,NONE,"M,Sanfilippo;",EXCELLENT,INFO,,,53921,,False,202
,NONE,NONE,"A,Smith;",EXCELLENT,INFO,,,54368,,True,303
,NONE,NONE,"Y,Neyhard;",OUTSTANDING,INFO,,,54367,,True,303
,NONE,NONE,"A,Hamilton;",EXCELLENT,INFO,,,56170,,True,303
,NONE,NONE,"H,Gross;",EXCELLENT,INFO,,,54369,,True,303
d,NONE,3.08,"D,Dubin;",NONE,INFO,dubin,,73401,,,310
,NONE,NONE,"J,Hay;",NONE,INFO,,,57671,,,326
,NONE,NONE,"C,Cole;",NONE,INFO,,,61119,,,345
,NONE,NONE,,NONE,INFO,,,52906,,,399
s,NONE,3.59,"S,Narisetti;",NONE,INFO,narisetti,,77116,,,407
,NONE,NONE,"D,Baird;S,Hoag;",EXCELLENT,INFO,,,77168,,False,415
,NONE,NONE,"D,Baird;S,Hoag;",EXCELLENT,INFO,,,77169,,False,415
,NONE,NONE,"D,Baird;S,Hoag;",EXCELLENT,INFO,,,77170,,False,415
,NONE,NONE,"D,Baird;S,Hoag;",EXCELLENT,INFO,,,77167,,False,415
,NONE,NONE,"D,Baird;S,Hoag;",EXCELLENT,INFO,,,77166,,False,415
,NONE,NONE,"D,Baird;E,Butt;",NONE,INFO,,,77123,,,418
,NONE,NONE,"D,Baird;E,Butt;",NONE,INFO,,,77124,,,418
,NONE,NONE,"S,Tipei;",NONE,INFO,,,70732,,,490
,NONE,NONE,"M,Turk;",NONE,INFO,,,59152,,,500
,NONE,NONE,,NONE,INFO,,,62421,,,510
,NONE,NONE,"C,D'Angelo;",OUTSTANDING,INFO,,,70822,,False,555
,NONE,NONE,,NONE,INFO,,,62391,,,597
,NONE,NONE,,NONE,INFO,,,52905,,,599
m,NONE,3.85,"M,Newell;",EXCELLENT,IS,newell,,72958,,False,100
,NONE,NONE,"M,Newell;",EXCELLENT,IS,,,74814,,False,100
m,NONE,3.77,"M,Newell;",EXCELLENT,IS,newell,,72959,,False,100
,NONE,NONE,"M,Newell;",EXCELLENT,IS,,,72960,,False,100
m,NONE,3.88,"M,Newell;",EXCELLENT,IS,newell,,72961,,False,100
,NONE,NONE,"M,Newell;",EXCELLENT,IS,,,77713,,False,100
,NONE,NONE,"R,Morais;J,Pintar;",NONE,IS,,,75194,,,101
,NONE,NONE,"R,Morais;J,Pintar;",NONE,IS,,,75195,,,101
,NONE,NONE,"I,Kong;J,Pintar;",NONE,IS,,,75196,,,101
,NONE,NONE,"D,Pathak;J,Pintar;",EXCELLENT,IS,,,75197,,True,101
,NONE,NONE,"D,Pathak;J,Pintar;",EXCELLENT,IS,,,73391,,True,101
,NONE,NONE,"M,Lundy;J,Pintar;",EXCELLENT,IS,,,77329,,True,101
j,NONE,3.86,"J,Pintar;",NONE,IS,pintar,,75192,,,101
,NONE,NONE,"W,Fagen-Ulmschneider;K,Flanagan;",OUTSTANDING,IS,,,71693,,False,107
,NONE,NONE,"Y,Xing;",OUTSTANDING,IS,,,71694,,True,107
,NONE,NONE,"D,Kiv;",EXCELLENT,IS,,,71695,,True,107
,NONE,NONE,"H,Gao;",EXCELLENT,IS,,,71696,,True,107
,NONE,NONE,"D,Kiv;",EXCELLENT,IS,,,71697,,True,107
,NONE,NONE,"H,Gao;",EXCELLENT,IS,,,71698,,True,107
,NONE,NONE,"Y,Xing;",OUTSTANDING,IS,,,71699,,True,107
,NONE,NONE,"E,Tsiamalos;",OUTSTANDING,IS,,,71700,,True,107
,NONE,NONE,"U,Bhanushali;",EXCELLENT,IS,,,71701,,True,107
,NONE,NONE,"T,Das;",EXCELLENT,IS,,,71702,,True,107
,NONE,NONE,"T,Qu;",NONE,IS,,,71703,,,107
,NONE,NONE,"B,Kim;",NONE,IS,,,71704,,,107
,NONE,NONE,"R,Bygari;",OUTSTANDING,IS,,,71705,,True,107
,NONE,NONE,"T,Das;",EXCELLENT,IS,,,71706,,True,107
,NONE,NONE,"E,Tsiamalos;",OUTSTANDING,IS,,,71707,,True,107
,NONE,NONE,"M,Wang;",NONE,IS,,,71708,,,107
,NONE,NONE,"U,Bhanushali;",EXCELLENT,IS,,,71709,,True,107
,NONE,NONE,"B,Kim;",NONE,IS,,,71710,,,107
,NONE,NONE,"M,Wang;",NONE,IS,,,71711,,,107
,NONE,NONE,"R,Bygari;",OUTSTANDING,IS,,,71712,,True,107
,NONE,NONE,"T,Qu;",NONE,IS,,,71713,,,107
d,NONE,3.09,"D,Dubin;",NONE,IS,dubin,,77547,,,142
,NONE,NONE,,NONE,IS,,,77590,,,189
,NONE,NONE,"J,Seo;",NONE,IS,,,78054,,,189
r,NONE,3.7,"R,Hodson;",NONE,IS,hodson,,76156,,,199
,NONE,NONE,"R,Hodson;",NONE,IS,,,77710,,,199
r,NONE,3.65,"R,Hodson;",NONE,IS,hodson,,76157,,,199
,NONE,NONE,"R,Hodson;",NONE,IS,,,77711,,,199
,NONE,NONE,"M,Sanfilippo;K,Zhou;",EXCELLENT,IS,,,68248,,False,202
,NONE,NONE,"J,Maimone;M,Sanfilippo;",EXCELLENT,IS,,,68249,,False,202
,NONE,NONE,"J,Maimone;M,Sanfilippo;",EXCELLENT,IS,,,68250,,False,202
,NONE,NONE,"M,Sanfilippo;K,Zhou;",EXCELLENT,IS,,,68251,,False,202
,NONE,NONE,"D,Eby;M,Sanfilippo;",EXCELLENT,IS,,,68252,,False,202
,NONE,NONE,"D,Eby;M,Sanfilippo;",EXCELLENT,IS,,,68253,,False,202
m,NONE,3.7,"M,Sanfilippo;",EXCELLENT,IS,sanfilippo,,68247,,False,202
,NONE,NONE,"B,Batzloff;Y,Xia;",NONE,IS,,,77518,,,203
,NONE,NONE,"B,Batzloff;Y,Xia;",NONE,IS,,,77519,,,203
,NONE,NONE,"B,Batzloff;H,Liu;",EXCELLENT,IS,,,77520,,True,203
,NONE,NONE,"B,Batzloff;H,Liu;",EXCELLENT,IS,,,77521,,True,203
b,NONE,3.34,"B,Batzloff;",NONE,IS,batzloff,,76160,,,203
s,NONE,3.92,"S,Besser;",NONE,IS,besser,,72974,,,204
s,NONE,3.95,"S,Besser;",NONE,IS,besser,,76082,,,204
l,NONE,3.45,"L,Kendall;",NONE,IS,kendall,,77515,,,204
e,NONE,3.32,"E,LaRue;",NONE,IS,larue,,76083,,,204
e,NONE,3.18,"E,Wickes;",EXCELLENT,IS,wickes,,72965,,False,205
e,NONE,3.31,"E,Wickes;",EXCELLENT,IS,wickes,,77536,,False,205
,NONE,NONE,"C,Evans;",NONE,IS,,,75223,,,206
,NONE,NONE,"C,Evans;Z,Yue;",NONE,IS,,,75224,,,206
,NONE,NONE,"C,Evans;H,Zeng;",NONE,IS,,,77315,,,206
c,NONE,3.83,"C,Evans;",NONE,IS,evans,,72966,,,206
y,NONE,3.67,"Y,Huang;",NONE,IS,huang,,72975,,,226
d,NONE,3.92,"D,Hopping;",OUTSTANDING,IS,hopping,,72967,,False,229
,NONE,NONE,"Y,Wang;",NONE,IS,,,73230,,,236
,NONE,NONE,"B,Batzloff;",EXCELLENT,IS,,,77537,,False,266
,NONE,NONE,"R,Hodson;",NONE,IS,,,76879,,,269
,NONE,NONE,"R,Hodson;",NONE,IS,,,74828,,,269
,NONE,NONE,,NONE,IS,,,76763,,,299
,NONE,NONE,"E,Wickes;",EXCELLENT,IS,,,75107,,False,305
d,NONE,3.49,"D,Mussulman;",EXCELLENT,IS,mussulman,,72963,,False,308
d,NONE,3.91,"D,Duffy;",EXCELLENT,IS,duffy,,72968,,False,309
,NONE,NONE,"D,Dubin;",NONE,IS,,,73229,,,310
m,NONE,3.61,"J,Brighton;M,Wolske;",EXCELLENT,IS,wolske,,73231,,True,311
,NONE,NONE,"R,Cordell;",NONE,IS,,,77601,,,312
n,NONE,3.7,"N,Bosch;",NONE,IS,bosch,,77469,,,327
,NONE,NONE,"Y,Song;",EXCELLENT,IS,,,77508,,False,380
,NONE,NONE,,NONE,IS,,,77591,,,389
,NONE,NONE,"W,Underwood;",NONE,IS,,,74820,,,400
,NONE,NONE,"W,Underwood;",NONE,IS,,,76158,,,400
,NONE,NONE,"W,Underwood;",NONE,IS,,,75102,,,400
,NONE,NONE,"W,Underwood;",NONE,IS,,,75103,,,400
,NONE,NONE,"M,Wolske;",NONE,IS,,,72970,,,401
,NONE,NONE,"M,Wolske;",NONE,IS,,,73221,,,401
,NONE,NONE,"D,Betts-Green;",EXCELLENT,IS,,,68946,,False,403
,NONE,NONE,"D,Betts-Green;",EXCELLENT,IS,,,73125,,False,403
,NONE,NONE,"S,Dahlen;",NONE,IS,,,75899,,,403
,NONE,NONE,"S,Dahlen;",NONE,IS,,,75904,,,403
r,NONE,3.96,"R,Hendricks;",EXCELLENT,IS,hendricks,,73126,,False,407
,NONE,NONE,"R,Hendricks;",EXCELLENT,IS,,,73127,,False,407
,NONE,NONE,"J,Seo;",NONE,IS,,,75113,,,407
