CRN,Course,WadeGPA,WadeInstrLast,WadeInstrFirst,ICESRating,ICESTA,Gender,Salary,Subject,GrayInstrFirst,Instructors
76747,435,3.73,brown,d,NONE,,NONE,,FIN,,"D,Brown;"
76071,435,3.89,raskie,s,EXCELLENT,False,NONE,,FIN,,"S,Raskie;"
58354,435,3.92,raskie,s,EXCELLENT,False,NONE,,FIN,,"S,Raskie;"
64964,445,NONE,,,NONE,,NONE,,FIN,,"S,Briggs;"
65711,445,3.74,grimsley,c,NONE,,NONE,,FIN,,"K,Grimsley;"
64830,447,3.84,grimsley,c,EXCELLENT,False,NONE,,FIN,,"K,Grimsley;"
63320,463,3.64,bertram,j,EXCELLENT,False,NONE,,FIN,,"J,Bertram;"
63319,463,3.47,bertram,j,EXCELLENT,False,NONE,,FIN,,"J,Bertram;"
76751,464,NONE,,,OUTSTANDING,False,NONE,,FIN,,"M,Vitek;"
76236,464,3.87,vitek,m,OUTSTANDING,False,NONE,,FIN,,"M,Vitek;"
10111,494,NONE,,,NONE,,NONE,,FIN,,
10115,495,NONE,,,NONE,,NONE,,FIN,,
56595,500,3.6,widdicks,m,OUTSTANDING,False,NONE,,FIN,,"M,Widdicks;"
74023,500,3.64,widdicks,m,OUTSTANDING,False,NONE,,FIN,,"M,Widdicks;"
71370,500,3.28,smith,m,EXCELLENT,False,NONE,,FIN,,"M,Smith;"
74024,500,NONE,,,OUTSTANDING,False,NONE,,FIN,,"M,Widdicks;"
74531,500,3.07,spencer,x,NONE,,NONE,,FIN,,"X,Spencer;"
74532,500,3.11,spencer,x,NONE,,NONE,,FIN,,"X,Spencer;"
75846,500,3.17,spencer,x,NONE,,NONE,,FIN,,"X,Spencer;"
71369,500,3.28,pae,y,NONE,,NONE,,FIN,,"T,Pae;"
56196,501,3.47,deryugina,t,EXCELLENT,False,NONE,,FIN,,"T,Deryugina;"
56197,501,3.57,deryugina,t,EXCELLENT,False,NONE,,FIN,,"T,Deryugina;"
73104,502,3.36,pae,y,NONE,,NONE,,FIN,,"T,Pae;"
72860,503,3.45,pae,y,NONE,,NONE,,FIN,,"T,Pae;"
74444,504,3.87,vitek,m,OUTSTANDING,False,NONE,,FIN,,"M,Vitek;"
68444,511,3.53,spencer,x,EXCELLENT,False,NONE,,FIN,,"X,Gao;J,Pollet;X,Spencer;"
65654,511,NONE,,,EXCELLENT,False,NONE,,FIN,,"X,Gao;J,Pollet;X,Spencer;"
60177,511,3.57,pollet,j,EXCELLENT,False,NONE,,FIN,,"J,Pollet;"
60178,511,3.53,pollet,j,EXCELLENT,False,NONE,,FIN,,"J,Pollet;"
41693,512,3.53,muravyev,d,NONE,,NONE,,FIN,,"D,Muravyev;"
66394,514,NONE,,,NONE,,NONE,,FIN,,"M,Widdicks;"
72876,516,3.22,widdicks,m,OUTSTANDING,False,NONE,,FIN,,"M,Widdicks;"
75918,518,NONE,,,NONE,,NONE,,FIN,,"C,Brobst;"
66735,518,3.51,brobst,c,NONE,,NONE,,FIN,,"C,Brobst;"
60181,521,3.53,huang,j,OUTSTANDING,False,NONE,,FIN,,"J,Huang;"
68319,522,3.78,spencer,x,EXCELLENT,False,NONE,,FIN,,"X,Spencer;"
76743,526,NONE,,,NONE,,NONE,,FIN,,"J,Bertram;"
68226,527,3.5,almeida,h,NONE,,NONE,,FIN,,"H,Almeida;"
76752,529,NONE,,,NONE,,NONE,,FIN,,"M,Vitek;"
76746,529,NONE,,,NONE,,NONE,,FIN,,"M,Vitek;"
67104,530,NONE,,,NONE,,NONE,,FIN,,"L,McChristian;"
76914,532,NONE,,,NONE,,NONE,,FIN,,"C,Brobst;"
72912,535,NONE,,,NONE,,NONE,,FIN,,"S,Raskie;"
67123,545,NONE,,,NONE,,NONE,,FIN,,"S,Briggs;"
76742,550,3.71,reif,j,OUTSTANDING,False,NONE,,FIN,,"J,Lee;J,Reif;"
76741,550,3.42,league,r,OUTSTANDING,True,NONE,,FIN,,"R,League;J,Mohr;"
76755,550,NONE,,,OUTSTANDING,False,NONE,,FIN,,"J,Lee;J,Reif;"
77523,550,3.51,league,r,OUTSTANDING,True,NONE,,FIN,,"R,League;J,Mohr;"
72856,552,NONE,,,EXCELLENT,False,NONE,,FIN,,"M,Kronlund;"
72854,553,3.65,duarte,v,EXCELLENT,False,NONE,,FIN,,"V,Duarte;"
75849,553,3.76,duarte,v,EXCELLENT,False,NONE,,FIN,,"V,Duarte;"
78225,554,NONE,,,EXCELLENT,False,NONE,,FIN,,"R,Ma;B,Peterson;"
76745,556,3.52,lariviere,d,OUTSTANDING,False,NONE,,FIN,,"D,Lariviere;"
79316,557,3.74,gao,x,OUTSTANDING,False,NONE,,FIN,,"X,Gao;"
78061,558,3.42,pae,y,NONE,,NONE,,FIN,,"T,Pae;"
78062,558,3.41,pae,y,NONE,,NONE,,FIN,,"T,Pae;"
78060,559,3.75,gao,x,OUTSTANDING,False,NONE,,FIN,,"X,Gao;"
77086,572,3.62,almeida,h,NONE,,NONE,,FIN,,"H,Almeida;"
77087,572,NONE,,,NONE,,NONE,,FIN,,"H,Almeida;"
78384,574,3.45,miller,n,EXCELLENT,False,NONE,,FIN,,"V,Dolgopolov;M,Marcinkowski;N,Miller;"
78385,574,3.32,miller,n,EXCELLENT,False,NONE,,FIN,,"V,Dolgopolov;M,Marcinkowski;N,Miller;"
50882,580,3.87,brobst,c,NONE,,NONE,,FIN,,"C,Brobst;"
58447,580,NONE,,,NONE,,NONE,,FIN,,"N,Miller;"
66383,580,NONE,,,NONE,,NONE,,FIN,,"K,Lucht;M,Widdicks;"
52597,580,NONE,,,NONE,,NONE,,FIN,,"J,Huang;K,Lucht;"
75360,581,3.79,smith,m,EXCELLENT,False,NONE,,FIN,,"M,Smith;"
73443,582,NONE,,,EXCELLENT,False,NONE,,FIN,,"J,Noonan;"
74545,583,NONE,,,NONE,,NONE,,FIN,,
76740,589,3.52,excell,r,NONE,,NONE,,FIN,,"R,Excell;"
10127,590,NONE,,,NONE,,NONE,,FIN,,
40325,590,NONE,,,NONE,,NONE,,FIN,,"M,Kronlund;"
30231,591,NONE,,,NONE,,NONE,,FIN,,"D,Kiku;"
58360,592,NONE,,,NONE,,NONE,,FIN,,"M,Kronlund;"
39676,594,NONE,,,NONE,,NONE,,FIN,,"H,Almeida;"
10129,599,NONE,,,NONE,,NONE,,FIN,,
67354,475,NONE,,,NONE,,NONE,,FLTE,,"E,Ericson;J,Krushnowski;"
67355,478,NONE,,,NONE,,NONE,,FLTE,,"J,Krushnowski;J,Robins;"
37429,101,NONE,,,OUTSTANDING,True,NONE,,FR,,"L,Blanchard;A,Clay;"
37431,101,NONE,,,OUTSTANDING,True,NONE,,FR,,"L,Blanchard;A,Clay;"
37434,101,NONE,,,OUTSTANDING,True,NONE,,FR,,"A,Clay;N,Norris;"
37432,101,NONE,,,OUTSTANDING,True,NONE,,FR,,"A,Clay;N,Norris;"
37433,101,NONE,,,EXCELLENT,True,NONE,,FR,,"Z,Bequette;A,Clay;"
66331,102,NONE,,,OUTSTANDING,True,NONE,,FR,,"A,Clay;S,Peterson;"
32510,102,NONE,,,EXCELLENT,True,NONE,,FR,,"A,Clay;M,Djemwel Biscene;"
32512,102,NONE,,,NONE,,NONE,,FR,,"A,Clay;C,Smith;"
32511,102,NONE,,,EXCELLENT,True,NONE,,FR,,"A,Clay;M,Djemwel Biscene;"
37436,103,NONE,,,NONE,,NONE,,FR,,"A,Clay;A,Laing;"
65718,103,NONE,,,NONE,,NONE,,FR,,"A,Clay;J,Keruskin;"
37443,103,NONE,,,OUTSTANDING,True,NONE,,FR,,"A,Clay;J,Mensah;"
37440,103,NONE,,,OUTSTANDING,True,NONE,,FR,,"A,Clay;J,Mensah;"
37437,103,NONE,,,NONE,,NONE,,FR,,"A,Clay;A,Laing;"
37442,103,NONE,,,EXCELLENT,True,NONE,,FR,,"A,Clay;K,Kenneth;"
32513,104,NONE,,,EXCELLENT,True,NONE,,FR,,"A,Clay;M,Petre;"
32514,104,NONE,,,NONE,,NONE,,FR,,"A,Clay;S,Zghal;"
32520,104,NONE,,,NONE,,NONE,,FR,,"A,Clay;S,Zghal;"
49499,156,3.63,maroun,d,EXCELLENT,False,NONE,,FR,,"D,Maroun;"
10135,199,NONE,,,NONE,,NONE,,FR,,
32551,205,NONE,,,EXCELLENT,True,NONE,,FR,,"O,Mahri;A,Mroz;"
32552,207,NONE,,,NONE,,NONE,,FR,,"W,Asamoah Frimpong;Z,Fagyal;"
54811,207,NONE,,,NONE,,NONE,,FR,,"W,Asamoah Frimpong;Z,Fagyal;"
67090,211,NONE,,,EXCELLENT,False,NONE,,FR,,"L,Mall;"
67076,212,NONE,,,NONE,,NONE,,FR,,"A,Clay;"
77335,212,NONE,,,NONE,,NONE,,FR,,"A,Clay;S,Craig;"
67935,314,NONE,,,EXCELLENT,False,NONE,,FR,,"A,Mroz;"
75140,335,NONE,,,NONE,,NONE,,FR,,"M,Keller;"
44148,385,NONE,,,EXCELLENT,False,NONE,,FR,,"K,Kourtikakis;"
49803,390,NONE,,,NONE,,NONE,,FR,,"M,Keller;"
33695,460,NONE,,,NONE,,NONE,,FR,,"R,Tywoniw;"
33433,460,NONE,,,NONE,,NONE,,FR,,"R,Tywoniw;"
33655,481,NONE,,,NONE,,NONE,,FR,,"Q,Zhang;"
33454,481,NONE,,,NONE,,NONE,,FR,,"Q,Zhang;"
29875,485,NONE,,,NONE,,NONE,,FR,,"A,Mroz;"
10138,492,NONE,,,NONE,,NONE,,FR,,
29911,505,NONE,,,NONE,,NONE,,FR,,"A,Clay;"
41201,529,NONE,,,NONE,,NONE,,FR,,"Z,Fagyal;"
43844,559,NONE,,,NONE,,NONE,,FR,,"J,MacDonald;"
59763,571,NONE,,,NONE,,NONE,,FR,,"M,Keller;"
61444,579,NONE,,,NONE,,NONE,,FR,,"L,Mall;"
35545,588,NONE,,,NONE,,NONE,,FR,,"T,Ionin;"
40986,588,NONE,,,NONE,,NONE,,FR,,"X,Yan;"
10142,591,NONE,,,NONE,,NONE,,FR,,
10149,599,NONE,,,NONE,,NONE,,FR,,
30232,101,3.56,schmidt,s,NONE,,NONE,,FSHN,,"S,Schmidt;"
54366,101,3.73,gist,t,NONE,,NONE,,FSHN,,"T,Gist;"
30234,120,3.78,gist,t,EXCELLENT,False,NONE,,FSHN,,"T,Gist;"
54527,120,3.82,gist,t,EXCELLENT,False,NONE,,FSHN,,"T,Gist;"
79873,120,3.72,gist,t,EXCELLENT,False,NONE,,FSHN,,"T,Gist;"
79874,120,3.7,gist,t,EXCELLENT,False,NONE,,FSHN,,"T,Gist;"
79568,123,3.96,coppess,s,EXCELLENT,False,NONE,,FSHN,,"S,Coppess;"
79949,123,3.94,coppess,s,EXCELLENT,False,NONE,,FSHN,,"S,Coppess;"
65154,130,NONE,,,EXCELLENT,False,NONE,,FSHN,,"S,Ma;"
30236,140,3.46,craft,j,EXCELLENT,False,NONE,,FSHN,,"J,Craft;"
60251,150,3.76,karduck,j,OUTSTANDING,False,NONE,,FSHN,,"J,Karduck;"
72456,175,3.76,miller,m,EXCELLENT,False,NONE,,FSHN,,"M,Miller;"
77600,193,3.91,bohn,d,EXCELLENT,False,NONE,,FSHN,,"D,Bohn;"
10152,199,NONE,,,NONE,,NONE,,FSHN,,
70738,199,NONE,,,NONE,,NONE,,FSHN,,"T,Gist;"
58093,220,3.44,helferich,w,OUTSTANDING,True,NONE,,FSHN,,"W,Helferich;D,Molina Chaves;B,Snook;"
65157,230,NONE,,,EXCELLENT,False,NONE,,FSHN,,"S,Ma;"
75254,231,NONE,,,NONE,,NONE,,FSHN,,"N,Engeseth;"
62851,232,NONE,,,EXCELLENT,False,NONE,,FSHN,,"S,Ma;"
62852,232,NONE,,,EXCELLENT,False,NONE,,FSHN,,"S,Ma;"
62853,232,NONE,,,EXCELLENT,False,NONE,,FSHN,,"S,Ma;"
73526,249,3.95,craft,j,EXCELLENT,False,NONE,,FSHN,,"J,Craft;"
73406,250,NONE,,,NONE,,NONE,,FSHN,,"J,Amengual Terrasa;"
41142,293,NONE,,,NONE,,NONE,,FSHN,,
41156,294,NONE,,,NONE,,NONE,,FSHN,,
72190,294,NONE,,,NONE,,NONE,,FSHN,,"B,Perry;"
10165,295,NONE,,,NONE,,NONE,,FSHN,,
32054,302,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"D,Torrico;"
32057,302,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"D,Torrico;"
32060,302,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"D,Torrico;"
52117,302,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"D,Torrico;"
32075,340,NONE,,,NONE,,NONE,,FSHN,,"J,Craft;"
32077,340,NONE,,,NONE,,NONE,,FSHN,,"J,Craft;"
32083,340,NONE,,,NONE,,NONE,,FSHN,,"J,Craft;"
32085,340,NONE,,,NONE,,NONE,,FSHN,,"J,Craft;"
32087,340,NONE,,,NONE,,NONE,,FSHN,,"J,Craft;"
69514,343,3.96,brotherton,j,OUTSTANDING,False,NONE,,FSHN,,"J,Brotherton;"
69515,343,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"J,Brotherton;"
30240,345,NONE,,,NONE,,NONE,,FSHN,,"J,Madson;"
76546,345,NONE,,,NONE,,NONE,,FSHN,,"J,Madson;"
10176,396,NONE,,,NONE,,NONE,,FSHN,,
71931,398,NONE,,,NONE,,NONE,,FSHN,,"B,Perry;"
78055,398,NONE,,,NONE,,NONE,,FSHN,,"N,Engeseth;"
71932,398,NONE,,,NONE,,NONE,,FSHN,,"T,Gist;"
30241,414,3.67,engeseth,n,NONE,,NONE,,FSHN,,"N,Engeseth;"
54485,416,NONE,,,EXCELLENT,True,NONE,,FSHN,,"E,Demejia;J,Kusumah;"
54486,416,NONE,,,EXCELLENT,True,NONE,,FSHN,,"E,Demejia;J,Kusumah;"
54484,416,3.56,demejia,e,EXCELLENT,True,NONE,,FSHN,,"E,Demejia;J,Kusumah;"
65353,417,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"N,Liang;"
65352,417,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"N,Liang;"
73050,419,3.97,bohn,d,EXCELLENT,False,NONE,,FSHN,,"D,Bohn;"
37693,420,3.5,holscher,h,NONE,,NONE,,FSHN,,"H,Holscher;"
80114,422,NONE,,,NONE,,NONE,,FSHN,,"Y,Pan;A,Pramana;"
73572,422,3.94,pan,y,NONE,,NONE,,FSHN,,"Y,Pan;A,Pramana;"
10181,423,NONE,,,NONE,,NONE,,FSHN,,
37690,426,3.78,pan,y,NONE,,NONE,,FSHN,,"Y,Pan;"
39109,428,3.74,hodge,k,NONE,,NONE,,FSHN,,"K,Hodge;"
78319,439,NONE,,,NONE,,NONE,,FSHN,,"J,Brotherton;"
34109,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
34036,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
34052,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
34072,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
55895,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
50453,440,NONE,,,EXCELLENT,False,NONE,,FSHN,,"A,Lipka;"
73573,441,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"J,Brotherton;"
60252,450,3.68,karduck,j,OUTSTANDING,False,NONE,,FSHN,,"J,Karduck;"
68340,453,NONE,,,NONE,,NONE,,FSHN,,"N,Burd;"
68341,453,NONE,,,NONE,,NONE,,FSHN,,"N,Burd;"
69647,460,3.96,wang,y,NONE,,NONE,,FSHN,,"Y,Wang;"
72989,483,3.71,ozturk,o,NONE,,NONE,,FSHN,,"H,Chai;R,Lopez;O,Ozturk;"
73402,484,NONE,,,EXCELLENT,False,NONE,,FSHN,,"H,Chai;R,Lopez;O,Ozturk;"
72990,484,NONE,,,EXCELLENT,False,NONE,,FSHN,,"O,Ozturk;"
73574,484,NONE,,,EXCELLENT,False,NONE,,FSHN,,"H,Chai;R,Lopez;O,Ozturk;"
73575,484,NONE,,,EXCELLENT,False,NONE,,FSHN,,"O,Ozturk;"
10184,499,NONE,,,NONE,,NONE,,FSHN,,
76961,510,NONE,,,NONE,,NONE,,FSHN,,"M,Cattai de Godoy;"
71225,510,NONE,,,NONE,,NONE,,FSHN,,"M,Cattai de Godoy;"
65371,514,NONE,,,NONE,,NONE,,FSHN,,"N,Engeseth;"
56358,519,NONE,,,NONE,,NONE,,FSHN,,"K,Cadwallader;"
67170,519,NONE,,,NONE,,NONE,,FSHN,,"K,Cadwallader;"
73051,521,NONE,,,NONE,,NONE,,FSHN,,"M,Nakamura;"
75961,521,NONE,,,NONE,,NONE,,FSHN,,"M,Nakamura;"
74063,527,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"H,Chen;"
78042,552,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"J,Karduck;"
78072,576,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"M,Stasiewicz;"
47681,590,NONE,,,NONE,,NONE,,FSHN,,"J,Madson;"
56617,592,NONE,,,NONE,,NONE,,FSHN,,
70103,593,NONE,,,NONE,,NONE,,FSHN,,"W,Helferich;"
50452,595,NONE,,,NONE,,NONE,,FSHN,,"P,Banerjee;"
45924,595,NONE,,,NONE,,NONE,,FSHN,,"W,Helferich;"
71642,595,NONE,,,NONE,,NONE,,FSHN,,"S,Hasnin;"
72237,595,NONE,,,OUTSTANDING,False,NONE,,FSHN,,"Y,Jin;"
30276,597,NONE,,,NONE,,NONE,,FSHN,,"N,Engeseth;"
76251,597,NONE,,,NONE,,NONE,,FSHN,,"J,Burton;"
78440,597,NONE,,,NONE,,NONE,,FSHN,,"N,Engeseth;"
10188,598,NONE,,,NONE,,NONE,,FSHN,,
10193,599,NONE,,,NONE,,NONE,,FSHN,,
60827,498,NONE,,,NONE,,NONE,,GC,,"A,Thompson;"
30281,599,NONE,,,NONE,,NONE,,GC,,"A,Thompson;"
61100,100,3.02,cole,t,NONE,,NONE,,GEOL,,"S,Brinker;T,Cole;M,Halla;A,Long;K,Peterson;C,Scott;"
32315,107,NONE,,,NONE,,NONE,,GEOL,,"J,Conroy;"
32313,107,NONE,,,NONE,,NONE,,GEOL,,"J,Conroy;A,Long;"
66132,107,NONE,,,EXCELLENT,True,NONE,,GEOL,,"J,Conroy;A,Long;C,Moore;"
43017,107,NONE,,,OUTSTANDING,True,NONE,,GEOL,,"J,Conroy;A,Long;T,Webb;"
43018,107,NONE,,,NONE,,NONE,,GEOL,,"J,Conroy;A,Long;"
43019,107,NONE,,,OUTSTANDING,True,NONE,,GEOL,,"J,Conroy;A,Long;T,Webb;"
44249,107,NONE,,,NONE,,NONE,,GEOL,,"J,Conroy;A,Long;"
43021,107,NONE,,,EXCELLENT,True,NONE,,GEOL,,"J,Conroy;A,Long;C,Moore;"
30379,118,3.31,johnson,t,NONE,,NONE,,GEOL,,"T,Johnson;Y,Li;"
37557,143,3.36,lusk,s,OUTSTANDING,False,NONE,,GEOL,,"M,Christie;S,Lusk;"
48935,143,3.45,lusk,s,OUTSTANDING,False,NONE,,GEOL,,"M,Christie;S,Lusk;"
37565,143,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"M,Christie;A,Wallin;"
37574,143,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"M,Christie;"
10244,199,NONE,,,NONE,,NONE,,GEOL,,
76152,199,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"M,Christie;"
55548,201,NONE,,,EXCELLENT,False,NONE,,GEOL,,"G,Wood;"
61109,208,NONE,,,NONE,,NONE,,GEOL,,"M,Christie;H,Woodrich;"
61110,208,NONE,,,NONE,,NONE,,GEOL,,"M,Christie;"
64424,370,NONE,,,NONE,,NONE,,GEOL,,"T,Cole;"
65287,390,NONE,,,NONE,,NONE,,GEOL,,
10248,391,NONE,,,NONE,,NONE,,GEOL,,
74440,407,NONE,,,NONE,,NONE,,GEOL,,"A,Padmanabhan;"
32324,411,NONE,,,OUTSTANDING,True,NONE,,GEOL,,"W,Guenthner;R,Sigat;"
32325,411,NONE,,,EXCELLENT,False,NONE,,GEOL,,"W,Guenthner;A,Guertin;"
32326,411,3.7,guenthner,w,EXCELLENT,False,NONE,,GEOL,,"W,Guenthner;"
10255,415,NONE,,,NONE,,NONE,,GEOL,,
79379,436,NONE,,,NONE,,NONE,,GEOL,,"J,Huffaker;C,Lundstrom;"
79380,436,NONE,,,NONE,,NONE,,GEOL,,"J,Huffaker;C,Lundstrom;"
79381,436,NONE,,,NONE,,NONE,,GEOL,,"C,Lundstrom;"
30394,470,NONE,,,EXCELLENT,True,NONE,,GEOL,,"J,Druhan;"
70070,486,NONE,,,NONE,,NONE,,GEOL,,"C,Pettijohn;"
77570,486,NONE,,,NONE,,NONE,,GEOL,,"C,Pettijohn;"
66567,490,NONE,,,NONE,,NONE,,GEOL,,
66568,491,NONE,,,NONE,,NONE,,GEOL,,
10249,492,NONE,,,NONE,,NONE,,GEOL,,
10252,493,NONE,,,NONE,,NONE,,GEOL,,
10260,497,NONE,,,NONE,,NONE,,GEOL,,
79382,507,NONE,,,NONE,,NONE,,GEOL,,"A,Anders;"
79383,507,NONE,,,NONE,,NONE,,GEOL,,"A,Anders;"
79384,507,NONE,,,NONE,,NONE,,GEOL,,"A,Anders;"
10263,515,NONE,,,NONE,,NONE,,GEOL,,
77630,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"C,Chen;A,Klees;"
77631,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"C,Chen;A,Klees;"
74567,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"A,Klees;"
77632,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"C,Chen;A,Klees;"
77633,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"C,Chen;A,Klees;"
75880,517,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"A,Klees;"
48946,552,NONE,,,NONE,,NONE,,GEOL,,"T,Gregg;"
66236,571,NONE,,,EXCELLENT,False,NONE,,GEOL,,"J,Druhan;"
30405,591,NONE,,,EXCELLENT,False,NONE,,GEOL,,"T,Gregg;"
10267,593,NONE,,,NONE,,NONE,,GEOL,,
46081,593,NONE,,,OUTSTANDING,False,NONE,,GEOL,,"R,Maguire;"
78120,593,NONE,,,NONE,,NONE,,GEOL,,"C,Pettijohn;"
79385,598,NONE,,,NONE,,NONE,,GEOL,,
10271,599,NONE,,,NONE,,NONE,,GEOL,,
37582,101,NONE,,,OUTSTANDING,True,NONE,,GER,,"P,Blanchard;C,Webster;"
37587,101,3.38,fiorini,e,EXCELLENT,True,NONE,,GER,,"E,Fiorini;C,Webster;"
37583,101,NONE,,,EXCELLENT,True,NONE,,GER,,"J,Medley;C,Webster;"
32327,102,NONE,,,NONE,,NONE,,GER,,"I,Schatte;C,Webster;"
49444,102,NONE,,,NONE,,NONE,,GER,,"I,Schatte;C,Webster;"
49443,102,NONE,,,EXCELLENT,True,NONE,,GER,,"J,Medley;C,Webster;"
32349,103,NONE,,,NONE,,NONE,,GER,,"N,Hupfeld;C,Webster;"
32330,103,NONE,,,NONE,,NONE,,GER,,"Z,Hader;C,Webster;"
46029,103,NONE,,,NONE,,NONE,,GER,,"Z,Hader;C,Webster;"
32359,104,NONE,,,NONE,,NONE,,GER,,"B,Aigner;C,Webster;"
51113,104,NONE,,,NONE,,NONE,,GER,,"B,Aigner;C,Webster;"
10276,191,NONE,,,NONE,,NONE,,GER,,
10279,199,NONE,,,NONE,,NONE,,GER,,
64578,199,NONE,,,EXCELLENT,False,NONE,,GER,,"L,Johnson;"
47970,211,NONE,,,NONE,,NONE,,GER,,"N,Hupfeld;C,Webster;"
46780,212,NONE,,,NONE,,NONE,,GER,,"C,Webster;"
61886,251,2.74,agu,b,NONE,,NONE,,GER,,"B,Agu;R,Jenkins;"
61887,251,2.45,agu,b,NONE,,NONE,,GER,,"B,Agu;R,Jenkins;"
61888,251,2.7,agu,b,NONE,,NONE,,GER,,"B,Agu;R,Jenkins;"
61867,251,NONE,,,NONE,,NONE,,GER,,"R,Jenkins;"
61870,261,3.97,hunt,a,NONE,,NONE,,GER,,"A,Hunt;"
55781,270,NONE,,,EXCELLENT,False,NONE,,GER,,"C,Niekerk;"
47962,331,NONE,,,EXCELLENT,False,NONE,,GER,,"A,Pinkert;"
44149,385,NONE,,,EXCELLENT,False,NONE,,GER,,"K,Kourtikakis;"
33696,460,NONE,,,NONE,,NONE,,GER,,"R,Tywoniw;"
33435,460,NONE,,,NONE,,NONE,,GER,,"R,Tywoniw;"
46786,471,NONE,,,EXCELLENT,False,NONE,,GER,,"C,Niekerk;"
33656,489,NONE,,,NONE,,NONE,,GER,,"Q,Zhang;"
33457,489,NONE,,,NONE,,NONE,,GER,,"Q,Zhang;"
10289,491,NONE,,,NONE,,NONE,,GER,,
10291,496,NONE,,,NONE,,NONE,,GER,,
30463,510,NONE,,,NONE,,NONE,,GER,,"S,Hilger;"
72615,511,NONE,,,NONE,,NONE,,GER,,"R,Jenkins;"
73865,511,NONE,,,NONE,,NONE,,GER,,"R,Jenkins;"
42937,573,NONE,,,NONE,,NONE,,GER,,"C,Niekerk;"
30472,582,NONE,,,NONE,,NONE,,GER,,"C,Webster;"
35547,588,NONE,,,NONE,,NONE,,GER,,"T,Ionin;"
40988,588,NONE,,,NONE,,NONE,,GER,,"X,Yan;"
10295,593,NONE,,,NONE,,NONE,,GER,,
78859,593,NONE,,,NONE,,NONE,,GER,,"C,Webster;"
10297,599,NONE,,,NONE,,NONE,,GER,,
77208,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;T,Ross;"
77212,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;T,Ross;"
77215,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;J,Sepulveda;"
77216,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;J,Sepulveda;"
77217,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;J,Sepulveda;"
77221,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;T,Ross;"
77222,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;T,Ross;"
77223,100,NONE,,,OUTSTANDING,True,NONE,,GGIS,,"J,Frame;J,Sepulveda;"
77224,100,NONE,,,NONE,,NONE,,GGIS,,"J,Frame;"
76830,101,3.87,butcher,s,NONE,,NONE,,GGIS,,"S,Butcher;W,Chen;S,Chyon;C,Garrett;"
76832,103,NONE,,,NONE,,NONE,,GGIS,,"T,Meem;"
76833,103,NONE,,,NONE,,NONE,,GGIS,,"T,Meem;"
76831,103,3.26,wang,j,NONE,,NONE,,GGIS,,"T,Meem;J,Wang;"
76836,104,NONE,,,EXCELLENT,True,NONE,,GGIS,,"E,Hall;"
76837,104,NONE,,,EXCELLENT,True,NONE,,GGIS,,"E,Hall;"
76838,104,NONE,,,EXCELLENT,True,NONE,,GGIS,,"E,Hall;"
76835,104,3.8,campanile,p,EXCELLENT,True,NONE,,GGIS,,"P,Campanile;E,Hall;"
76843,106,3.44,campanile,p,NONE,,NONE,,GGIS,,"P,Campanile;A,Pimentel Rivera;"
76844,204,3.55,mcalister,j,NONE,,NONE,,GGIS,,"J,McAlister;I,Sanchez;"
76846,210,3.69,alvarado,n,NONE,,NONE,,GGIS,,"N,Alvarado;K,Kato;"
78314,221,NONE,,,NONE,,NONE,,GGIS,,"M,Gadri;"
78315,221,NONE,,,NONE,,NONE,,GGIS,,"M,Gadri;"
78317,221,NONE,,,NONE,,NONE,,GGIS,,"M,Gadri;"
